Order_Date,Country,Product,Sales,Profit,Discount
2022-01-03,India,Headphones,3026.07,508.71,10.0
2022-01-03,India,Tablet,17143.5,4015.93,10.0
2022-01-03,India,Chair,4497.82,592.22,0.0
2022-01-03,India,Chair,5118.78,1008.95,0.0
2022-01-03,India,Laptop,44306.24,10006.53,0.0
2022-01-03,India,Monitor,11967.4,1622.43,0.0
2022-01-03,India,Mobile,19177.68,2870.24,5.0
2022-01-03,India,Mobile,19340.67,4211.68,5.0
2022-01-03,Germany,Keyboard,3656.35,605.69,0.0
2022-01-03,Germany,Headphones,4936.94,1050.35,0.0
2022-01-03,Germany,Headphones,4767.16,836.39,10.0
2022-01-03,Germany,Headphones,4239.05,936.2,0.0
2022-01-03,Germany,Tablet,30111.4,4348.99,10.0
2022-01-03,Germany,Chair,6930.36,933.92,10.0
2022-01-03,Germany,Chair,8817.81,1356.21,5.0
2022-01-03,Germany,Laptop,60439.68,14056.75,0.0
2022-01-03,Germany,Monitor,16848.887142857144,3155.6742857142854,5.0
2022-01-03,Germany,Mobile,35518.66235294118,6487.092941176471,3.235294117647059
2022-01-03,UK,Keyboard,2797.91,471.79,0.0
2022-01-03,UK,Keyboard,3007.5,472.75,5.0
2022-01-03,UK,Headphones,4049.02,526.68,10.0
2022-01-03,UK,Tablet,25715.55,4519.67,0.0
2022-01-03,UK,Chair,7441.481363636363,1378.9731818181815,7.2727272727272725
2022-01-03,UK,Laptop,63107.90352941177,11020.369411764706,3.235294117647059
2022-01-03,UK,Monitor,15986.569599999999,3008.3344000000006,4.4
2022-01-03,UK,Mobile,32013.64111111111,5611.298888888889,5.0
2022-01-03,France,Keyboard,3128.4930508474586,589.7976271186441,4.576271186440678
2022-01-03,France,Headphones,3719.54,536.28,5.0
2022-01-03,France,Headphones,4479.19,745.99,0.0
2022-01-03,France,Tablet,24409.47,4221.06,0.0
2022-01-03,France,Chair,7197.76,1007.05,5.0
2022-01-03,France,Laptop,62427.13318181818,11625.681363636364,5.454545454545454
2022-01-03,France,Monitor,16315.005217391305,3087.526521739131,5.0
2022-01-03,France,Mobile,31026.610833333336,5533.805833333333,3.3333333333333335
2022-01-03,Japan,Keyboard,3531.44,472.9,0.0
2022-01-03,Japan,Keyboard,3584.77,584.9,0.0
2022-01-03,Japan,Keyboard,3840.99,890.01,15.0
2022-01-03,Japan,Headphones,5226.452857142858,958.4065714285713,4.0
2022-01-03,Japan,Tablet,33076.2,4610.53,0.0
2022-01-03,Japan,Chair,8882.75,1921.99,0.0
2022-01-03,Japan,Chair,8272.85,1917.7,15.0
2022-01-03,Japan,Laptop,72004.43,15866.59,15.0
2022-01-03,Japan,Monitor,19346.79,3120.87,15.0
2022-01-03,Japan,Monitor,18231.08,4003.84,0.0
2022-01-03,Japan,Mobile,37578.63285714285,6583.327142857142,5.714285714285714
2022-01-03,Canada,Keyboard,2945.72,574.12,5.0
2022-01-03,Canada,Headphones,3786.02,519.83,0.0
2022-01-03,Canada,Headphones,3600.85,772.36,5.0
2022-01-03,Canada,Tablet,26425.12375,5521.356250000001,3.125
2022-01-03,Canada,Chair,7430.077333333333,1418.8446666666669,3.3333333333333335
2022-01-03,Canada,Laptop,60924.858888888884,11464.384444444448,5.555555555555555
2022-01-03,Canada,Monitor,15767.560000000001,3221.4844444444443,3.888888888888889
2022-01-03,Canada,Mobile,33143.675,5351.85625,3.125
2022-01-03,Australia,Keyboard,3242.6,517.19,15.0
2022-01-03,Australia,Keyboard,3074.38,630.05,0.0
2022-01-03,Australia,Keyboard,2829.81,566.04,10.0
2022-01-03,Australia,Headphones,4178.47918918919,794.5421621621621,2.8378378378378377
2022-01-03,Australia,Tablet,26642.534444444445,4769.507777777778,5.555555555555555
2022-01-03,Australia,Chair,7408.01,1017.43,0.0
2022-01-03,Australia,Laptop,63429.26875,11964.23,1.875
2022-01-03,Australia,Monitor,16484.66,3606.71,5.0
2022-01-03,Australia,Mobile,32545.28714285714,6576.325714285713,2.857142857142857
2022-01-03,Brazil,Keyboard,2666.6,415.8,0.0
2022-01-03,Brazil,Headphones,3651.53,678.52,0.0
2022-01-03,Brazil,Tablet,22008.20533333333,4268.387333333333,2.0
2022-01-03,Brazil,Chair,5809.55,1296.22,0.0
2022-01-03,Brazil,Chair,5997.01,1190.44,0.0
2022-01-03,Brazil,Laptop,56056.8,10845.01,0.0
2022-01-03,Brazil,Monitor,14398.96,2283.2,0.0
2022-01-03,Brazil,Mobile,27860.865555555556,5012.7683333333325,3.888888888888889
2022-01-03,UAE,Keyboard,4705.9,974.19,0.0
2022-01-03,UAE,Keyboard,4600.0,889.33,5.0
2022-01-03,UAE,Headphones,5977.686666666666,1138.3372222222222,4.166666666666667
2022-01-03,UAE,Tablet,37373.32,7137.320000000001,3.75
2022-01-03,UAE,Chair,10245.3505,1921.1185,6.0
2022-01-03,UAE,Laptop,94122.9225,16498.61,3.125
2022-01-03,UAE,Monitor,21981.15,4501.281999999999,8.0
2022-01-03,UAE,Mobile,45598.94,10204.4,0.0
2022-01-04,USA,Keyboard,3520.42,577.33,15.0
2022-01-04,USA,Keyboard,3893.96,677.88,0.0
2022-01-04,USA,Headphones,5057.925555555556,949.150925925926,3.7962962962962963
2022-01-04,USA,Tablet,30753.92608695652,5552.36652173913,5.869565217391305
2022-01-04,USA,Chair,9605.8,1733.6,10.0
2022-01-04,USA,Laptop,74756.49529411765,14073.431176470585,3.823529411764706
2022-01-04,USA,Monitor,19660.54,4578.21,15.0
2022-01-04,USA,Monitor,19956.69,4193.6,0.0
2022-01-04,USA,Mobile,32415.37,6939.84,10.0
2022-01-04,India,Keyboard,1980.14,444.05,10.0
2022-01-04,India,Keyboard,2274.65,478.9,5.0
2022-01-04,India,Keyboard,2312.84,436.92,0.0
2022-01-04,India,Keyboard,2263.78,530.15,0.0
2022-01-04,India,Headphones,2658.85,415.03,5.0
2022-01-04,India,Headphones,3097.89,599.57,0.0
2022-01-04,India,Tablet,18135.3905,3375.905,2.75
2022-01-04,India,Chair,5207.24,825.96,0.0
2022-01-04,India,Chair,4744.94,678.24,0.0
2022-01-04,India,Laptop,38908.08,7367.38,0.0
2022-01-04,India,Monitor,11143.57,1833.55,0.0
2022-01-04,India,Mobile,20442.17,2665.07,0.0
2022-01-04,India,Mobile,19244.31,4110.44,5.0
2022-01-04,Germany,Keyboard,3494.971525423729,661.6383050847459,4.1525423728813555
2022-01-04,Germany,Headphones,4242.12,671.92,0.0
2022-01-04,Germany,Tablet,29010.681875000002,5190.8925,5.0
2022-01-04,Germany,Chair,7609.89,1297.66,5.0
2022-01-04,Germany,Chair,8228.95,1787.14,10.0
2022-01-04,Germany,Laptop,68349.21,11221.8,0.0
2022-01-04,Germany,Laptop,72323.11,15987.41,0.0
2022-01-04,Germany,Monitor,16720.43,3662.26,0.0
2022-01-04,Germany,Monitor,15420.41,3571.83,10.0
2022-01-04,Germany,Mobile,32890.3,5965.84,5.0
2022-01-04,UK,Keyboard,3181.35,747.55,10.0
2022-01-04,UK,Headphones,3689.25,881.47,5.0
2022-01-04,UK,Tablet,24380.74,4943.65,0.0
2022-01-04,UK,Chair,7159.55,1066.58,5.0
2022-01-04,UK,Chair,6995.43,1261.93,10.0
2022-01-04,UK,Chair,7883.75,1364.78,10.0
2022-01-04,UK,Laptop,63107.90352941177,11020.369411764706,3.235294117647059
2022-01-04,UK,Monitor,15986.569599999999,3008.3344000000006,4.4
2022-01-04,UK,Mobile,32013.64111111111,5611.298888888889,5.0
2022-01-04,France,Keyboard,2879.91,438.45,10.0
2022-01-04,France,Headphones,4344.379655172414,822.0762068965516,4.655172413793103
2022-01-04,France,Tablet,26194.12692307692,4799.28076923077,3.4615384615384617
2022-01-04,France,Chair,7281.571904761905,1328.667619047619,3.5714285714285716
2022-01-04,France,Laptop,67939.98,11044.99,0.0
2022-01-04,France,Laptop,56525.58,8442.56,0.0
2022-01-04,France,Monitor,16315.005217391305,3087.526521739131,5.0
2022-01-04,France,Mobile,33897.23,6420.15,0.0
2022-01-04,Japan,Keyboard,3368.13,769.38,0.0
2022-01-04,Japan,Keyboard,3505.22,618.24,5.0
2022-01-04,Japan,Headphones,5354.77,978.42,5.0
2022-01-04,Japan,Headphones,5191.61,1188.8,10.0
2022-01-04,Japan,Tablet,32679.596428571425,5901.096428571429,4.642857142857143
2022-01-04,Japan,Chair,8746.25911764706,1643.4347058823532,3.088235294117647
2022-01-04,Japan,Laptop,75323.25391304349,14882.176521739128,7.608695652173913
2022-01-04,Japan,Monitor,18860.41,3415.76,10.0
2022-01-04,Japan,Monitor,19906.86,4169.33,10.0
2022-01-04,Japan,Monitor,18411.82,2966.18,10.0
2022-01-04,Japan,Mobile,37578.63285714285,6583.327142857142,5.714285714285714
2022-01-04,Canada,Keyboard,3371.03,475.97,15.0
2022-01-04,Canada,Keyboard,3426.96,466.06,5.0
2022-01-04,Canada,Headphones,4148.24,859.46,0.0
2022-01-04,Canada,Tablet,26425.12375,5521.356250000001,3.125
2022-01-04,Canada,Chair,7430.077333333333,1418.8446666666669,3.3333333333333335
2022-01-04,Canada,Laptop,60924.858888888884,11464.384444444448,5.555555555555555
2022-01-04,Canada,Monitor,15767.560000000001,3221.4844444444443,3.888888888888889
2022-01-04,Canada,Mobile,33143.675,5351.85625,3.125
2022-01-04,Australia,Keyboard,3364.65,670.88,5.0
2022-01-04,Australia,Headphones,3887.15,930.28,0.0
2022-01-04,Australia,Tablet,26642.534444444445,4769.507777777778,5.555555555555555
2022-01-04,Australia,Chair,7498.8755,1440.3135,3.25
2022-01-04,Australia,Laptop,58259.58,8342.76,0.0
2022-01-04,Australia,Monitor,15937.195625,3136.69875,2.8125
2022-01-04,Australia,Mobile,32545.28714285714,6576.325714285713,2.857142857142857
2022-01-04,Brazil,Keyboard,2903.83,630.11,0.0
2022-01-04,Brazil,Keyboard,2621.8,566.56,0.0
2022-01-04,Brazil,Keyboard,2387.05,532.96,0.0
2022-01-04,Brazil,Headphones,3641.47,699.02,15.0
2022-01-04,Brazil,Tablet,22008.20533333333,4268.387333333333,2.0
2022-01-04,Brazil,Chair,6289.483181818182,1121.1845454545457,4.545454545454546
2022-01-04,Brazil,Laptop,53627.65818181818,9287.109999999999,5.909090909090909
2022-01-04,Brazil,Monitor,12509.75,2446.0,0.0
2022-01-04,Brazil,Mobile,25943.29,5183.33,0.0
2022-01-04,UAE,Keyboard,3960.62,570.4,10.0
2022-01-04,UAE,Headphones,5977.686666666666,1138.3372222222222,4.166666666666667
2022-01-04,UAE,Tablet,37373.32,7137.320000000001,3.75
2022-01-04,UAE,Chair,10245.3505,1921.1185,6.0
2022-01-04,UAE,Laptop,80761.25,10857.18,0.0
2022-01-04,UAE,Monitor,21981.15,4501.281999999999,8.0
2022-01-04,UAE,Mobile,45366.73375000001,9357.585,2.5
2022-01-05,USA,Keyboard,3317.26,722.14,5.0
2022-01-05,USA,Keyboard,3995.55,852.09,0.0
2022-01-05,USA,Keyboard,3755.68,718.71,5.0
2022-01-05,USA,Keyboard,4113.6,675.47,5.0
2022-01-05,USA,Headphones,4682.55,1080.68,0.0
2022-01-05,USA,Headphones,5079.31,704.73,0.0
2022-01-05,USA,Headphones,5070.64,1166.37,0.0
2022-01-05,USA,Tablet,30753.92608695652,5552.36652173913,5.869565217391305
2022-01-05,USA,Chair,7876.84,1343.96,0.0
2022-01-05,USA,Chair,8411.26,1321.74,5.0
2022-01-05,USA,Chair,8496.83,1308.6,15.0
2022-01-05,USA,Laptop,81677.88,13760.44,5.0
2022-01-05,USA,Monitor,19209.250357142857,3753.1792857142855,5.0
2022-01-05,USA,Mobile,38322.650526315796,7343.870526315788,3.1578947368421053
2022-01-05,India,Keyboard,2214.12,507.73,15.0
2022-01-05,India,Keyboard,1902.87,249.7,0.0
2022-01-05,India,Keyboard,2021.15,290.38,0.0
2022-01-05,India,Headphones,2815.55,564.66,5.0
2022-01-05,India,Headphones,3099.86,449.58,5.0
2022-01-05,India,Headphones,3099.51,717.79,0.0
2022-01-05,India,Headphones,2601.78,563.81,5.0
2022-01-05,India,Tablet,18135.3905,3375.905,2.75
2022-01-05,India,Chair,4834.3,637.15,15.0
2022-01-05,India,Chair,5363.83,1090.81,0.0
2022-01-05,India,Laptop,44600.1988,8681.7524,2.6
2022-01-05,India,Monitor,11236.578666666668,2027.7050000000002,4.0
2022-01-05,India,Mobile,21850.63045454545,3911.448181818181,4.318181818181818
2022-01-05,Germany,Keyboard,3442.87,797.42,5.0
2022-01-05,Germany,Keyboard,3207.9,493.17,10.0
2022-01-05,Germany,Keyboard,3106.02,522.05,10.0
2022-01-05,Germany,Headphones,4804.99,1103.17,0.0
2022-01-05,Germany,Tablet,27999.89,6239.87,15.0
2022-01-05,Germany,Chair,8253.214666666665,1523.8356666666666,4.166666666666667
2022-01-05,Germany,Laptop,67557.35,15884.89,5.0
2022-01-05,Germany,Monitor,17311.98,2714.9,0.0
2022-01-05,Germany,Mobile,36146.75,6147.73,0.0
2022-01-05,UK,Keyboard,2717.59,406.24,0.0
2022-01-05,UK,Headphones,4298.499487179487,780.4256410256411,5.641025641025641
2022-01-05,UK,Tablet,27302.470769230767,4922.304615384615,1.9230769230769231
2022-01-05,UK,Chair,6577.24,1538.51,0.0
2022-01-05,UK,Chair,7233.08,1525.74,15.0
2022-01-05,UK,Chair,7462.64,1322.33,5.0
2022-01-05,UK,Laptop,63107.90352941177,11020.369411764706,3.235294117647059
2022-01-05,UK,Monitor,15986.569599999999,3008.3344000000006,4.4
2022-01-05,UK,Mobile,32013.64111111111,5611.298888888889,5.0
2022-01-05,France,Keyboard,3376.45,807.56,0.0
2022-01-05,France,Headphones,4243.4,620.92,0.0
2022-01-05,France,Tablet,26194.12692307692,4799.28076923077,3.4615384615384617
2022-01-05,France,Chair,6716.72,1252.7,0.0
2022-01-05,France,Laptop,63606.55,12795.21,15.0
2022-01-05,France,Monitor,16315.005217391305,3087.526521739131,5.0
2022-01-05,France,Mobile,27547.13,6317.2,0.0
2022-01-05,Japan,Keyboard,3504.31,486.64,0.0
2022-01-05,Japan,Keyboard,3636.67,792.05,5.0
2022-01-05,Japan,Headphones,5278.95,710.66,5.0
2022-01-05,Japan,Headphones,4639.13,700.77,0.0
2022-01-05,Japan,Tablet,32679.596428571425,5901.096428571429,4.642857142857143
2022-01-05,Japan,Chair,8984.15,1543.58,10.0
2022-01-05,Japan,Laptop,75323.25391304349,14882.176521739128,7.608695652173913
2022-01-05,Japan,Monitor,18387.34,2605.82,0.0
2022-01-05,Japan,Mobile,37578.63285714285,6583.327142857142,5.714285714285714
2022-01-05,Canada,Keyboard,3216.0825581395347,584.886511627907,5.0
2022-01-05,Canada,Headphones,3799.02,693.78,5.0
2022-01-05,Canada,Headphones,4354.69,939.88,5.0
2022-01-05,Canada,Headphones,4159.95,655.37,10.0
2022-01-05,Canada,Tablet,26425.12375,5521.356250000001,3.125
2022-01-05,Canada,Chair,7430.077333333333,1418.8446666666669,3.3333333333333335
2022-01-05,Canada,Laptop,60924.858888888884,11464.384444444448,5.555555555555555
2022-01-05,Canada,Monitor,15577.95,2412.34,10.0
2022-01-05,Canada,Mobile,32810.5,5398.14,0.0
2022-01-05,Australia,Keyboard,3123.6509677419353,569.9925806451612,4.193548387096774
2022-01-05,Australia,Headphones,4480.97,678.15,0.0
2022-01-05,Australia,Tablet,26299.7,5172.7,0.0
2022-01-05,Australia,Chair,7328.39,1564.45,0.0
